FL_Test | INFO flwr 2024-03-16 00:50:34,833 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 18:52:46,736 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 18:52:46,736 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 18:52:46,736 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 18:59:49,712 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 18:59:49,725 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 18:59:49,731 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 19:01:05,199 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:01:05,222 | server.py:236 | fit_round 1 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-18 19:01:54,517 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 19:01:54,529 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 19:01:54,529 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 19:01:54,531 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:07:41,390 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:07:41,392 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 19:07:41,411 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 19:09:21,439 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:09:21,462 | server.py:236 | fit_round 1 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-18 19:13:33,810 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 19:13:33,845 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 19:13:33,848 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 19:13:33,849 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:15:49,346 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 19:15:49,360 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 19:15:49,360 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 19:15:49,360 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:22:49,243 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:22:49,246 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 19:22:49,268 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 19:23:44,446 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:23:44,471 | server.py:236 | fit_round 1 received 0 results and 24 failures
FL_Test | INFO flwr 2024-03-18 19:34:15,735 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 19:34:15,755 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 19:34:15,756 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 19:34:15,756 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:41:07,853 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:41:07,894 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 19:41:07,932 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 19:41:57,678 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:41:57,690 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 19:41:57,692 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:41:57,785 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 19:41:57,785 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:41:57,794 | server.py:236 | fit_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 19:41:57,795 | server.py:173 | evaluate_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:41:57,887 | server.py:187 | evaluate_round 2 received 24 results and 0 failures
FL_Test | INFO flwr 2024-03-18 19:41:57,889 | server.py:153 | FL finished in 49.924432500000194
FL_Test | INFO flwr 2024-03-18 19:41:57,889 | app.py:226 | app_fit: losses_distributed [(1, 16.301938891410828), (2, 16.301938891410828)]
FL_Test | INFO flwr 2024-03-18 19:41:57,889 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-03-18 19:41:57,889 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.020815), (2, 0.020815)], 'Precision': [(1, 0.01698), (2, 0.01698)], 'Recall': [(1, 0.166476), (2, 0.166476)], 'F1_Score': [(1, 0.030406), (2, 0.030406)]}
FL_Test | INFO flwr 2024-03-18 19:41:57,889 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 19:41:57,889 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 19:45:55,776 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 19:45:55,804 | app.py:176 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 19:45:55,805 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 19:45:55,805 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:53:04,792 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 19:53:04,807 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 19:53:04,809 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 19:53:48,535 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:53:48,551 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 19:53:48,553 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:53:48,656 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 19:53:48,656 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:53:48,666 | server.py:236 | fit_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 19:53:48,668 | server.py:173 | evaluate_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 19:53:48,766 | server.py:187 | evaluate_round 2 received 24 results and 0 failures
FL_Test | INFO flwr 2024-03-18 19:53:48,766 | server.py:153 | FL finished in 43.95566950000011
FL_Test | INFO flwr 2024-03-18 19:53:48,766 | app.py:226 | app_fit: losses_distributed [(1, 16.301938891410828), (2, 16.286038041114807)]
FL_Test | INFO flwr 2024-03-18 19:53:48,767 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0)], 'Precision': [(1, 0.0), (2, 0.0)], 'Recall': [(1, 0.0), (2, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0)]}
FL_Test | INFO flwr 2024-03-18 19:53:48,767 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.020815), (2, 0.020815)], 'Precision': [(1, 0.01698), (2, 0.016998)], 'Recall': [(1, 0.166476), (2, 0.166502)], 'F1_Score': [(1, 0.030406), (2, 0.030438)]}
FL_Test | INFO flwr 2024-03-18 19:53:48,767 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 19:53:48,767 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 19:56:33,398 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 19:56:33,410 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 19:56:33,410 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 19:56:33,410 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 20:02:51,234 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 20:02:51,244 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 20:02:51,245 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 20:04:18,067 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,086 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,087 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,184 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,184 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,195 | server.py:236 | fit_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,197 | server.py:173 | evaluate_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,298 | server.py:187 | evaluate_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,298 | server.py:222 | fit_round 3: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,309 | server.py:236 | fit_round 3 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,310 | server.py:173 | evaluate_round 3: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,409 | server.py:187 | evaluate_round 3 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,409 | server.py:222 | fit_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,419 | server.py:236 | fit_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,421 | server.py:173 | evaluate_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,519 | server.py:187 | evaluate_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,519 | server.py:222 | fit_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,531 | server.py:236 | fit_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,532 | server.py:173 | evaluate_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,628 | server.py:187 | evaluate_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,629 | server.py:222 | fit_round 6: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,640 | server.py:236 | fit_round 6 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,641 | server.py:173 | evaluate_round 6: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,746 | server.py:187 | evaluate_round 6 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,747 | server.py:222 | fit_round 7: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,755 | server.py:236 | fit_round 7 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,756 | server.py:173 | evaluate_round 7: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,860 | server.py:187 | evaluate_round 7 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,860 | server.py:222 | fit_round 8: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,872 | server.py:236 | fit_round 8 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,873 | server.py:173 | evaluate_round 8: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,974 | server.py:187 | evaluate_round 8 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,974 | server.py:222 | fit_round 9: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:18,987 | server.py:236 | fit_round 9 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:18,989 | server.py:173 | evaluate_round 9: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:19,086 | server.py:187 | evaluate_round 9 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:19,086 | server.py:222 | fit_round 10: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:19,097 | server.py:236 | fit_round 10 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:04:19,099 | server.py:173 | evaluate_round 10: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:04:19,203 | server.py:187 | evaluate_round 10 received 24 results and 0 failures
FL_Test | INFO flwr 2024-03-18 20:04:19,204 | server.py:153 | FL finished in 87.95598689999997
FL_Test | INFO flwr 2024-03-18 20:04:19,204 | app.py:226 | app_fit: losses_distributed [(1, 16.301938891410828), (2, 16.301938891410828), (3, 16.286038041114807), (4, 16.286038041114807), (5, 16.286038041114807), (6, 16.301938891410828), (7, 16.301938891410828), (8, 16.286038041114807), (9, 16.286038041114807), (10, 16.286038041114807)]
FL_Test | INFO flwr 2024-03-18 20:04:19,204 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-03-18 20:04:19,204 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.020815), (2, 0.020815), (3, 0.020815), (4, 0.020815), (5, 0.020815), (6, 0.020815), (7, 0.020815), (8, 0.020815), (9, 0.020815), (10, 0.020815)], 'Precision': [(1, 0.01698), (2, 0.01698), (3, 0.016998), (4, 0.016998), (5, 0.016998), (6, 0.01698), (7, 0.01698), (8, 0.016998), (9, 0.016998), (10, 0.016998)], 'Recall': [(1, 0.166476), (2, 0.166476), (3, 0.166502), (4, 0.166502), (5, 0.166502), (6, 0.166476), (7, 0.166476), (8, 0.166502), (9, 0.166502), (10, 0.166502)], 'F1_Score': [(1, 0.030406), (2, 0.030406), (3, 0.030438), (4, 0.030438), (5, 0.030438), (6, 0.030406), (7, 0.030406), (8, 0.030438), (9, 0.030438), (10, 0.030438)]}
FL_Test | INFO flwr 2024-03-18 20:04:19,204 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 20:04:19,204 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 20:37:28,974 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 20:37:28,985 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 20:37:28,985 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 20:37:28,985 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 20:44:47,336 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 20:44:47,343 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 20:44:47,345 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 20:45:27,383 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,405 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,407 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,511 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,511 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,523 | server.py:236 | fit_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,524 | server.py:173 | evaluate_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,625 | server.py:187 | evaluate_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,625 | server.py:222 | fit_round 3: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,635 | server.py:236 | fit_round 3 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,636 | server.py:173 | evaluate_round 3: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,732 | server.py:187 | evaluate_round 3 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,732 | server.py:222 | fit_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,743 | server.py:236 | fit_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,745 | server.py:173 | evaluate_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,841 | server.py:187 | evaluate_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,841 | server.py:222 | fit_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,851 | server.py:236 | fit_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,852 | server.py:173 | evaluate_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,952 | server.py:187 | evaluate_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,952 | server.py:222 | fit_round 6: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:27,962 | server.py:236 | fit_round 6 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:27,963 | server.py:173 | evaluate_round 6: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,083 | server.py:187 | evaluate_round 6 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,083 | server.py:222 | fit_round 7: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,092 | server.py:236 | fit_round 7 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,094 | server.py:173 | evaluate_round 7: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,198 | server.py:187 | evaluate_round 7 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,198 | server.py:222 | fit_round 8: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,207 | server.py:236 | fit_round 8 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,209 | server.py:173 | evaluate_round 8: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,312 | server.py:187 | evaluate_round 8 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,313 | server.py:222 | fit_round 9: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,324 | server.py:236 | fit_round 9 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,327 | server.py:173 | evaluate_round 9: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,415 | server.py:187 | evaluate_round 9 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,415 | server.py:222 | fit_round 10: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,424 | server.py:236 | fit_round 10 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 20:45:28,427 | server.py:173 | evaluate_round 10: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 20:45:28,523 | server.py:187 | evaluate_round 10 received 24 results and 0 failures
FL_Test | INFO flwr 2024-03-18 20:45:28,523 | server.py:153 | FL finished in 41.176753599999756
FL_Test | INFO flwr 2024-03-18 20:45:28,523 | app.py:226 | app_fit: losses_distributed [(1, 16.301938891410828), (2, 16.286038041114807), (3, 16.286038041114807), (4, 16.286038041114807), (5, 16.286038041114807), (6, 16.301938891410828), (7, 16.286038041114807), (8, 16.286038041114807), (9, 16.286038041114807), (10, 16.286038041114807)]
FL_Test | INFO flwr 2024-03-18 20:45:28,524 | app.py:227 | app_fit: metrics_distributed_fit {'Accuracy': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Precision': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'Recall': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)], 'F1_Score': [(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 0.0), (9, 0.0), (10, 0.0)]}
FL_Test | INFO flwr 2024-03-18 20:45:28,524 | app.py:228 | app_fit: metrics_distributed {'Accuracy': [(1, 0.020815), (2, 0.020815), (3, 0.020815), (4, 0.020815), (5, 0.020815), (6, 0.020815), (7, 0.020815), (8, 0.020815), (9, 0.020815), (10, 0.020815)], 'Precision': [(1, 0.01698), (2, 0.016998), (3, 0.016998), (4, 0.016998), (5, 0.016998), (6, 0.01698), (7, 0.016998), (8, 0.016998), (9, 0.016998), (10, 0.016998)], 'Recall': [(1, 0.166476), (2, 0.166502), (3, 0.166502), (4, 0.166502), (5, 0.166502), (6, 0.166476), (7, 0.166502), (8, 0.166502), (9, 0.166502), (10, 0.166502)], 'F1_Score': [(1, 0.030406), (2, 0.030438), (3, 0.030438), (4, 0.030438), (5, 0.030438), (6, 0.030406), (7, 0.030438), (8, 0.030438), (9, 0.030438), (10, 0.030438)]}
FL_Test | INFO flwr 2024-03-18 20:45:28,524 | app.py:229 | app_fit: losses_centralized []
FL_Test | INFO flwr 2024-03-18 20:45:28,524 | app.py:230 | app_fit: metrics_centralized {}
FL_Test | INFO flwr 2024-03-18 20:57:15,197 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL_Test | INFO flwr 2024-03-18 20:57:15,210 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL_Test | INFO flwr 2024-03-18 20:57:15,210 | server.py:89 | Initializing global parameters
FL_Test | INFO flwr 2024-03-18 20:57:15,210 | server.py:276 | Requesting initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 21:04:37,275 | server.py:280 | Received initial parameters from one random client
FL_Test | INFO flwr 2024-03-18 21:04:37,286 | server.py:91 | Evaluating initial parameters
FL_Test | INFO flwr 2024-03-18 21:04:37,292 | server.py:104 | FL starting
FL_Test | DEBUG flwr 2024-03-18 21:05:35,169 | server.py:222 | fit_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,191 | server.py:236 | fit_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,194 | server.py:173 | evaluate_round 1: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,300 | server.py:187 | evaluate_round 1 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,300 | server.py:222 | fit_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,311 | server.py:236 | fit_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,312 | server.py:173 | evaluate_round 2: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,405 | server.py:187 | evaluate_round 2 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,406 | server.py:222 | fit_round 3: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,416 | server.py:236 | fit_round 3 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,419 | server.py:173 | evaluate_round 3: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,513 | server.py:187 | evaluate_round 3 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,513 | server.py:222 | fit_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,524 | server.py:236 | fit_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,525 | server.py:173 | evaluate_round 4: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,613 | server.py:187 | evaluate_round 4 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,614 | server.py:222 | fit_round 5: strategy sampled 24 clients (out of 24)
FL_Test | DEBUG flwr 2024-03-18 21:05:35,624 | server.py:236 | fit_round 5 received 24 results and 0 failures
FL_Test | DEBUG flwr 2024-03-18 21:05:35,625 | server.py:173 | evaluate_round 5: strategy sampled 24 clients (out of 24)
